Topic,Indicator name,Top category,Country Name,Country Code,Category,Value,Count
Affordability,Housing cost overburden rate (>40% of income),agecat,Austria,AT,18-24,0.067250438,713
Affordability,Housing cost overburden rate (>40% of income),agecat,Austria,AT,25-39,0.06666752,2161
Affordability,Housing cost overburden rate (>40% of income),agecat,Austria,AT,40-65,0.052480433,4596
Affordability,Housing cost overburden rate (>40% of income),agecat,Austria,AT,65 plus,0.075966649,2840
Affordability,Housing cost overburden rate (>40% of income),agecat,Belgium,BE,18-24,0.051824056,1069
Affordability,Housing cost overburden rate (>40% of income),agecat,Belgium,BE,25-39,0.077563196,2445
Affordability,Housing cost overburden rate (>40% of income),agecat,Belgium,BE,40-65,0.073055111,4633
Affordability,Housing cost overburden rate (>40% of income),agecat,Belgium,BE,65 plus,0.1294358521699905,3268
Affordability,Housing cost overburden rate (>40% of income),agecat,Bulgaria,BG,18-24,0.114054374,957
Affordability,Housing cost overburden rate (>40% of income),agecat,Bulgaria,BG,25-39,0.097175799,2204
Affordability,Housing cost overburden rate (>40% of income),agecat,Bulgaria,BG,40-65,0.096661411,6721
Affordability,Housing cost overburden rate (>40% of income),agecat,Bulgaria,BG,65 plus,0.141104668,5919
Affordability,Housing cost overburden rate (>40% of income),agecat,Cyprus,CY,18-24,0.015957445,780
Affordability,Housing cost overburden rate (>40% of income),agecat,Cyprus,CY,25-39,0.043240089,1803
Affordability,Housing cost overburden rate (>40% of income),agecat,Cyprus,CY,40-65,0.02289803,3606
Affordability,Housing cost overburden rate (>40% of income),agecat,Cyprus,CY,65 plus,0.023777671,2616
Affordability,Housing cost overburden rate (>40% of income),agecat,Czechia,CZ,18-24,0.096753053,914
Affordability,Housing cost overburden rate (>40% of income),agecat,Czechia,CZ,25-39,0.088824689,2359
Affordability,Housing cost overburden rate (>40% of income),agecat,Czechia,CZ,40-65,0.074976742,5972
Affordability,Housing cost overburden rate (>40% of income),agecat,Czechia,CZ,65 plus,0.1243334710597992,5615
Affordability,Housing cost overburden rate (>40% of income),agecat,Denmark,DK,18-24,0.3377741575241089,796
Affordability,Housing cost overburden rate (>40% of income),agecat,Denmark,DK,25-39,0.1916262060403824,1669
Affordability,Housing cost overburden rate (>40% of income),agecat,Denmark,DK,40-65,0.1171766668558121,3690
Affordability,Housing cost overburden rate (>40% of income),agecat,Denmark,DK,65 plus,0.1661940962076187,4003
Affordability,Housing cost overburden rate (>40% of income),agecat,Estonia,EE,18-24,0.1351493299007416,922
Affordability,Housing cost overburden rate (>40% of income),agecat,Estonia,EE,25-39,0.084310867,1887
Affordability,Housing cost overburden rate (>40% of income),agecat,Estonia,EE,40-65,0.063629031,4389
Affordability,Housing cost overburden rate (>40% of income),agecat,Estonia,EE,65 plus,0.091254719,2825
Affordability,Housing cost overburden rate (>40% of income),agecat,Greece,EL,18-24,0.3396629691123962,1339
Affordability,Housing cost overburden rate (>40% of income),agecat,Greece,EL,25-39,0.316294253,2524
Affordability,Housing cost overburden rate (>40% of income),agecat,Greece,EL,40-65,0.2650786936283112,8427
Affordability,Housing cost overburden rate (>40% of income),agecat,Greece,EL,65 plus,0.272319108,7660
Affordability,Housing cost overburden rate (>40% of income),agecat,Spain,ES,18-24,0.066166446,4937
Affordability,Housing cost overburden rate (>40% of income),agecat,Spain,ES,25-39,0.1072990149259567,8997
Affordability,Housing cost overburden rate (>40% of income),agecat,Spain,ES,40-65,0.080517054,27858
Affordability,Housing cost overburden rate (>40% of income),agecat,Spain,ES,65 plus,0.058492091,13332
Affordability,Housing cost overburden rate (>40% of income),agecat,Finland,FI,18-24,0.1399224698543549,1476
Affordability,Housing cost overburden rate (>40% of income),agecat,Finland,FI,25-39,0.064571604,3038
Affordability,Housing cost overburden rate (>40% of income),agecat,Finland,FI,40-65,0.043897592,7861
Affordability,Housing cost overburden rate (>40% of income),agecat,Finland,FI,65 plus,0.056779165,4025
Affordability,Housing cost overburden rate (>40% of income),agecat,France,FR,18-24,0.1716903001070023,2663
Affordability,Housing cost overburden rate (>40% of income),agecat,France,FR,25-39,0.1431160420179367,5134
Affordability,Housing cost overburden rate (>40% of income),agecat,France,FR,40-65,0.1488397270441055,13050
Affordability,Housing cost overburden rate (>40% of income),agecat,France,FR,65 plus,0.1286752074956894,9095
Affordability,Housing cost overburden rate (>40% of income),agecat,Croatia,HR,18-24,0.01966376,1387
Affordability,Housing cost overburden rate (>40% of income),agecat,Croatia,HR,25-39,0.034251112,2518
Affordability,Housing cost overburden rate (>40% of income),agecat,Croatia,HR,40-65,0.037041765,7512
Affordability,Housing cost overburden rate (>40% of income),agecat,Croatia,HR,65 plus,0.073416151,6344
Affordability,Housing cost overburden rate (>40% of income),agecat,Hungary,HU,18-24,0.094944596,1139
Affordability,Housing cost overburden rate (>40% of income),agecat,Hungary,HU,25-39,0.1017621979117393,2522
Affordability,Housing cost overburden rate (>40% of income),agecat,Hungary,HU,40-65,0.073313095,6398
Affordability,Housing cost overburden rate (>40% of income),agecat,Hungary,HU,65 plus,0.073289432,5398
Affordability,Housing cost overburden rate (>40% of income),agecat,Ireland,IE,18-24,0.034053661,720
Affordability,Housing cost overburden rate (>40% of income),agecat,Ireland,IE,25-39,0.061325803,1086
Affordability,Housing cost overburden rate (>40% of income),agecat,Ireland,IE,40-65,0.052354034,3735
Affordability,Housing cost overburden rate (>40% of income),agecat,Ireland,IE,65 plus,0.017080829,2417
Affordability,Housing cost overburden rate (>40% of income),agecat,Lithuania,LT,18-24,0.063957147,530
Affordability,Housing cost overburden rate (>40% of income),agecat,Lithuania,LT,25-39,0.043457702,1622
Affordability,Housing cost overburden rate (>40% of income),agecat,Lithuania,LT,40-65,0.056058541,4591
Affordability,Housing cost overburden rate (>40% of income),agecat,Lithuania,LT,65 plus,0.049996044,3918
Affordability,Housing cost overburden rate (>40% of income),agecat,Luxembourg,LU,18-24,0.4083425998687744,610
Affordability,Housing cost overburden rate (>40% of income),agecat,Luxembourg,LU,25-39,0.4094847738742828,1832
Affordability,Housing cost overburden rate (>40% of income),agecat,Luxembourg,LU,40-65,0.3266410529613495,3914
Affordability,Housing cost overburden rate (>40% of income),agecat,Luxembourg,LU,65 plus,0.1893094927072525,1864
Affordability,Housing cost overburden rate (>40% of income),agecat,Latvia,LV,18-24,0.1218671873211861,603
Affordability,Housing cost overburden rate (>40% of income),agecat,Latvia,LV,25-39,0.1142790094017982,1860
Affordability,Housing cost overburden rate (>40% of income),agecat,Latvia,LV,40-65,0.1230301931500435,4393
Affordability,Housing cost overburden rate (>40% of income),agecat,Latvia,LV,65 plus,0.155261829,3174
Affordability,Housing cost overburden rate (>40% of income),agecat,Netherlands,NL,18-24,0.1761178821325302,1921
Affordability,Housing cost overburden rate (>40% of income),agecat,Netherlands,NL,25-39,0.128634974,3097
Affordability,Housing cost overburden rate (>40% of income),agecat,Netherlands,NL,40-65,0.076788738,9048
Affordability,Housing cost overburden rate (>40% of income),agecat,Netherlands,NL,65 plus,0.1168805062770844,8458
Affordability,Housing cost overburden rate (>40% of income),agecat,Poland,PL,18-24,0.1116931661963463,2477
Affordability,Housing cost overburden rate (>40% of income),agecat,Poland,PL,25-39,0.1198486313223839,6521
Affordability,Housing cost overburden rate (>40% of income),agecat,Poland,PL,40-65,0.1185545697808266,15086
Affordability,Housing cost overburden rate (>40% of income),agecat,Poland,PL,65 plus,0.125052348,12115
Affordability,Housing cost overburden rate (>40% of income),agecat,Portugal,PT,18-24,0.050107777,2472
Affordability,Housing cost overburden rate (>40% of income),agecat,Portugal,PT,25-39,0.062407076,3838
Affordability,Housing cost overburden rate (>40% of income),agecat,Portugal,PT,40-65,0.048399281,13171
Affordability,Housing cost overburden rate (>40% of income),agecat,Portugal,PT,65 plus,0.026758889,9896
Affordability,Housing cost overburden rate (>40% of income),agecat,Romania,RO,18-24,0.1079730689525604,1168
Affordability,Housing cost overburden rate (>40% of income),agecat,Romania,RO,25-39,0.104666457,2296
Affordability,Housing cost overburden rate (>40% of income),agecat,Romania,RO,40-65,0.086844571,6604
Affordability,Housing cost overburden rate (>40% of income),agecat,Romania,RO,65 plus,0.091433294,5270
Affordability,Housing cost overburden rate (>40% of income),agecat,Sweden,SE,18-24,0.257104218,1834
Affordability,Housing cost overburden rate (>40% of income),agecat,Sweden,SE,25-39,0.139646441,3427
Affordability,Housing cost overburden rate (>40% of income),agecat,Sweden,SE,40-65,0.1087566018104553,7312
Affordability,Housing cost overburden rate (>40% of income),agecat,Sweden,SE,65 plus,0.1688424497842789,4412
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovenia,SI,18-24,0.025644088,1891
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovenia,SI,25-39,0.029165944,3363
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovenia,SI,40-65,0.041164298,8350
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovenia,SI,65 plus,0.047885645,5646
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovakia,SK,18-24,0.050090775,856
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovakia,SK,25-39,0.063519336,1994
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovakia,SK,40-65,0.060837429,4970
Affordability,Housing cost overburden rate (>40% of income),agecat,Slovakia,SK,65 plus,0.046562664,3788
Affordability,Housing cost overburden rate (>40% of income),gender,Austria,AT,male,0.056332573,5975
Affordability,Housing cost overburden rate (>40% of income),gender,Austria,AT,female,0.064640395,6507
Affordability,Housing cost overburden rate (>40% of income),gender,Belgium,BE,male,0.073989175,6928
Affordability,Housing cost overburden rate (>40% of income),gender,Belgium,BE,female,0.080750741,7319
Affordability,Housing cost overburden rate (>40% of income),gender,Bulgaria,BG,male,0.1038793697953224,8501
Affordability,Housing cost overburden rate (>40% of income),gender,Bulgaria,BG,female,0.1177805811166763,9573
Affordability,Housing cost overburden rate (>40% of income),gender,Cyprus,CY,male,0.02642631,5112
Affordability,Housing cost overburden rate (>40% of income),gender,Cyprus,CY,female,0.025821038,5638
Affordability,Housing cost overburden rate (>40% of income),gender,Czechia,CZ,male,0.077248633,8350
Affordability,Housing cost overburden rate (>40% of income),gender,Czechia,CZ,female,0.1050825119018555,9494
Affordability,Housing cost overburden rate (>40% of income),gender,Germany,DE,male,0.1344778686761856,35707
Affordability,Housing cost overburden rate (>40% of income),gender,Germany,DE,female,0.1524952948093414,37664
Affordability,Housing cost overburden rate (>40% of income),gender,Denmark,DK,male,0.1402084827423096,5690
Affordability,Housing cost overburden rate (>40% of income),gender,Denmark,DK,female,0.1677226424217224,6122
Affordability,Housing cost overburden rate (>40% of income),gender,Estonia,EE,male,0.076827496,5876
Affordability,Housing cost overburden rate (>40% of income),gender,Estonia,EE,female,0.077140115,6775
Affordability,Housing cost overburden rate (>40% of income),gender,Greece,EL,male,0.2651087045669556,11054
Affordability,Housing cost overburden rate (>40% of income),gender,Greece,EL,female,0.3047408759593964,11882
Affordability,Housing cost overburden rate (>40% of income),gender,Spain,ES,male,0.082754634,32649
Affordability,Housing cost overburden rate (>40% of income),gender,Spain,ES,female,0.087444961,34593
Affordability,Housing cost overburden rate (>40% of income),gender,Finland,FI,male,0.050431725,10544
Affordability,Housing cost overburden rate (>40% of income),gender,Finland,FI,female,0.058570635,10480
Affordability,Housing cost overburden rate (>40% of income),gender,France,FR,male,0.1376487612724304,18053
Affordability,Housing cost overburden rate (>40% of income),gender,France,FR,female,0.147431344,19725
Affordability,Housing cost overburden rate (>40% of income),gender,Croatia,HR,male,0.034377698,9636
Affordability,Housing cost overburden rate (>40% of income),gender,Croatia,HR,female,0.046336085,10702
Affordability,Housing cost overburden rate (>40% of income),gender,Hungary,HU,male,0.080229595,8492
Affordability,Housing cost overburden rate (>40% of income),gender,Hungary,HU,female,0.092979282,9956
Affordability,Housing cost overburden rate (>40% of income),gender,Ireland,IE,male,0.046436891,4978
Affordability,Housing cost overburden rate (>40% of income),gender,Ireland,IE,female,0.045902673,5221
Affordability,Housing cost overburden rate (>40% of income),gender,Italy,IT,male,0.056388084,28425
Affordability,Housing cost overburden rate (>40% of income),gender,Italy,IT,female,0.057072159,30885
Affordability,Housing cost overburden rate (>40% of income),gender,Lithuania,LT,male,0.052917928,5313
Affordability,Housing cost overburden rate (>40% of income),gender,Lithuania,LT,female,0.051333718,7148
Affordability,Housing cost overburden rate (>40% of income),gender,Luxembourg,LU,male,0.3378624618053436,4963
Affordability,Housing cost overburden rate (>40% of income),gender,Luxembourg,LU,female,0.3548870384693146,4943
Affordability,Housing cost overburden rate (>40% of income),gender,Latvia,LV,male,0.1107900589704514,5457
Affordability,Housing cost overburden rate (>40% of income),gender,Latvia,LV,female,0.1351090371608734,6795
Affordability,Housing cost overburden rate (>40% of income),gender,Malta,MT,male,0.067401819,5532
Affordability,Housing cost overburden rate (>40% of income),gender,Malta,MT,female,0.052115038,5461
Affordability,Housing cost overburden rate (>40% of income),gender,Netherlands,NL,male,0.096609823,13149
Affordability,Housing cost overburden rate (>40% of income),gender,Netherlands,NL,female,0.094033413,13427
Affordability,Housing cost overburden rate (>40% of income),gender,Poland,PL,male,0.1101954355835915,20658
Affordability,Housing cost overburden rate (>40% of income),gender,Poland,PL,female,0.1213199645280838,22945
Affordability,Housing cost overburden rate (>40% of income),gender,Portugal,PT,male,0.04798314,15866
Affordability,Housing cost overburden rate (>40% of income),gender,Portugal,PT,female,0.049624376,17773
Affordability,Housing cost overburden rate (>40% of income),gender,Romania,RO,male,0.088952132,8013
Affordability,Housing cost overburden rate (>40% of income),gender,Romania,RO,female,0.094225734,8703
Affordability,Housing cost overburden rate (>40% of income),gender,Sweden,SE,male,0.1270942389965057,10886
Affordability,Housing cost overburden rate (>40% of income),gender,Sweden,SE,female,0.1416105329990387,11089
Affordability,Housing cost overburden rate (>40% of income),gender,Slovenia,SI,male,0.035086267,11562
Affordability,Housing cost overburden rate (>40% of income),gender,Slovenia,SI,female,0.039591864,11711
Affordability,Housing cost overburden rate (>40% of income),gender,Slovakia,SK,male,0.057893306,6262
Affordability,Housing cost overburden rate (>40% of income),gender,Slovakia,SK,female,0.060759734,7385
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Austria,AT,One-person hhold,0.1522935926914215,2441
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Austria,AT,Lone parent with children,0.096398719,948
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Austria,AT,"Couple, no children",0.040645018,3586
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Austria,AT,"Couple, with children",0.027331188,5026
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Belgium,BE,One-person hhold,0.2668653130531311,2203
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Belgium,BE,Lone parent with children,0.1001340225338936,1845
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Belgium,BE,"Couple, no children",0.047226902,3384
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Belgium,BE,"Couple, with children",0.025782615,6488
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Bulgaria,BG,One-person hhold,0.2349175959825516,2874
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Bulgaria,BG,Lone parent with children,0.1415265798568726,1504
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Bulgaria,BG,"Couple, no children",0.08369299,3812
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Bulgaria,BG,"Couple, with children",0.076708965,4707
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Cyprus,CY,One-person hhold,0.1356331408023834,1050
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Cyprus,CY,Lone parent with children,0.033708725,838
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Cyprus,CY,"Couple, no children",0.02680951,2354
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Cyprus,CY,"Couple, with children",0.010823837,5327
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Czechia,CZ,One-person hhold,0.271868497,3131
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Czechia,CZ,Lone parent with children,0.1677549183368683,1841
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Czechia,CZ,"Couple, no children",0.049958363,4962
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Czechia,CZ,"Couple, with children",0.045273643,7329
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Germany,DE,One-person hhold,0.2638314366340637,14537
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Germany,DE,Lone parent with children,0.167859361,5589
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Germany,DE,"Couple, no children",0.1179730221629143,21948
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Germany,DE,"Couple, with children",0.097568505,27965
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Denmark,DK,One-person hhold,0.3927927613258362,2610
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Denmark,DK,Lone parent with children,0.2425498962402344,708
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Denmark,DK,"Couple, no children",0.061743394,4458
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Denmark,DK,"Couple, with children",0.026557894,3480
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Estonia,EE,One-person hhold,0.1856265515089035,1834
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Estonia,EE,Lone parent with children,0.135971412,1117
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Estonia,EE,"Couple, no children",0.050466798,3006
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Estonia,EE,"Couple, with children",0.030771339,5708
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Greece,EL,One-person hhold,0.6237167119979858,3733
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Greece,EL,Lone parent with children,0.3814374804496765,1761
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Greece,EL,"Couple, no children",0.2055216878652573,6533
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Greece,EL,"Couple, with children",0.2193337082862854,10574
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Spain,ES,One-person hhold,0.2012214660644531,6862
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Spain,ES,Lone parent with children,0.1355703175067902,7070
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Spain,ES,"Couple, no children",0.063461475,12424
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Spain,ES,"Couple, with children",0.056490313,34247
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Finland,FI,One-person hhold,0.1503231525421143,2301
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Finland,FI,Lone parent with children,0.054355718,1227
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Finland,FI,"Couple, no children",0.017404078,6831
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Finland,FI,"Couple, with children",0.016496494,10482
Affordability,Housing cost overburden rate (>40% of income),hholdtype,France,FR,One-person hhold,0.2519875168800354,5793
Affordability,Housing cost overburden rate (>40% of income),hholdtype,France,FR,Lone parent with children,0.1584233939647675,3935
Affordability,Housing cost overburden rate (>40% of income),hholdtype,France,FR,"Couple, no children",0.087444186,10166
Affordability,Housing cost overburden rate (>40% of income),hholdtype,France,FR,"Couple, with children",0.1261001378297806,16641
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Croatia,HR,One-person hhold,0.1671473532915115,2750
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Croatia,HR,Lone parent with children,0.067520998,1546
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Croatia,HR,"Couple, no children",0.052727312,4356
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Croatia,HR,"Couple, with children",0.017482093,7814
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Hungary,HU,One-person hhold,0.1686806231737137,3077
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Hungary,HU,Lone parent with children,0.1209549084305763,580
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Hungary,HU,"Couple, no children",0.048937045,4238
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Hungary,HU,"Couple, with children",0.073012233,6886
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Ireland,IE,One-person hhold,0.1555430740118027,1301
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Ireland,IE,Lone parent with children,0.041504845,853
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Ireland,IE,"Couple, no children",0.032274287,2098
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Ireland,IE,"Couple, with children",0.033818077,4800
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Lithuania,LT,One-person hhold,0.094668664,2685
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Lithuania,LT,Lone parent with children,0.070417859,1542
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Lithuania,LT,"Couple, no children",0.037528407,3358
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Lithuania,LT,"Couple, with children",0.027933914,3628
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Luxembourg,LU,One-person hhold,0.3994721174240112,1535
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Luxembourg,LU,Lone parent with children,0.4486391544342041,695
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Luxembourg,LU,"Couple, no children",0.2295017540454865,2626
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Luxembourg,LU,"Couple, with children",0.3593458235263824,4468
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Latvia,LV,One-person hhold,0.2200998812913895,2375
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Latvia,LV,Lone parent with children,0.1894328743219376,1561
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Latvia,LV,"Couple, no children",0.094567187,2436
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Latvia,LV,"Couple, with children",0.074453041,4040
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Malta,MT,One-person hhold,0.128295824,1079
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Malta,MT,Lone parent with children,0.041634139,957
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Malta,MT,"Couple, no children",0.054607432,2458
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Malta,MT,"Couple, with children",0.05037858,5490
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Netherlands,NL,One-person hhold,0.3406831026077271,4544
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Netherlands,NL,Lone parent with children,0.077363625,1275
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Netherlands,NL,"Couple, no children",0.06532792,9391
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Netherlands,NL,"Couple, with children",0.016641337,10918
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Poland,PL,One-person hhold,0.2855854034423828,4947
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Poland,PL,Lone parent with children,0.1568635702133179,3561
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Poland,PL,"Couple, no children",0.1190575957298279,10341
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Poland,PL,"Couple, with children",0.1030578538775444,18679
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Portugal,PT,One-person hhold,0.1053355857729912,3368
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Portugal,PT,Lone parent with children,0.085446373,3479
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Portugal,PT,"Couple, no children",0.030697348,8288
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Portugal,PT,"Couple, with children",0.040346622,14143
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Romania,RO,One-person hhold,0.2197074145078659,2180
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Romania,RO,Lone parent with children,0.1280788779258728,672
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Romania,RO,"Couple, no children",0.063167229,4514
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Romania,RO,"Couple, with children",0.068749063,3036
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Sweden,SE,One-person hhold,0.3333737552165985,2493
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Sweden,SE,Lone parent with children,0.1550145745277405,1503
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Sweden,SE,"Couple, no children",0.046545018,6380
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Sweden,SE,"Couple, with children",0.061579838,11115
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovenia,SI,One-person hhold,0.1306764632463455,1412
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovenia,SI,Lone parent with children,0.065848783,1340
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovenia,SI,"Couple, no children",0.029879894,4928
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovenia,SI,"Couple, with children",0.018436173,12229
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovakia,SK,One-person hhold,0.3066497445106506,1640
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovakia,SK,Lone parent with children,0.094187908,1341
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovakia,SK,"Couple, no children",0.048805684,3018
Affordability,Housing cost overburden rate (>40% of income),hholdtype,Slovakia,SK,"Couple, with children",0.057260185,5358
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Austria,AT,Foreign born,0.1385561674833298,1753
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Austria,AT,Native,0.040646516,10729
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Belgium,BE,Foreign born,0.1575340181589127,2495
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Belgium,BE,Native,0.061855927,11752
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Bulgaria,BG,Foreign born,0.2085880637168884,77
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Bulgaria,BG,Native,0.1107242628931999,17997
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Cyprus,CY,Foreign born,0.093437858,1611
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Cyprus,CY,Native,0.013274577,9139
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Czechia,CZ,Foreign born,0.2136972844600677,763
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Czechia,CZ,Native,0.085219324,17080
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Germany,DE,Foreign born,0.1676314175128937,11353
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Germany,DE,Native,0.1379902362823486,62018
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Denmark,DK,Foreign born,0.3000802099704742,916
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Denmark,DK,Native,0.1383372396230698,10896
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Estonia,EE,Foreign born,0.1301594525575638,1256
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Estonia,EE,Native,0.068645261,11392
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Greece,EL,Foreign born,0.4122356474399567,1152
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Greece,EL,Native,0.2762410044670105,21784
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Spain,ES,Foreign born,0.2574099004268646,7001
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Spain,ES,Native,0.055299226,60227
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Finland,FI,Foreign born,0.09302891,1187
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Finland,FI,Native,0.051536046,19837
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,France,FR,Foreign born,0.1997200101613998,3746
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,France,FR,Native,0.1341815292835236,34031
Affordability,Housing cost overburden rate (>40% of income),ctrybirth,Croatia,HR,Foreign born,0.071141891,2026
