survey,variable,question_label
EWCSR3,q16er,Q.16.e. - And how many times a month do you work more than 10 hours a day?
EWCSR3,q16er2,Q.16.e. - And how many times a month do you work more than 10 hours a day?
EWCSR3,q17,Q.17.a. - Do you work part-time?
EWCSR3,q17b_n,Q.17.b. - Would you like to work...
EWCSR3,q1801,Q.18.a.1. - Do you work...?
EWCSR3,q1802,Q.18.a.2. - Do you work...?
EWCSR3,q1803,Q.18.a.3. - Do you work...?
EWCSR3,q1804,Q.18.a.4. - Do you work...?
EWCSR3,q18b,Q.18.b. - Do you work shifts?
EWCSR3,q18c,Q.18.c. - Do you work...?
EWCSR3,q19a,Q19A: It never changes
EWCSR3,q19a1,Q.19.a.1. - How many times a month:
EWCSR3,q19ar,"Q.19.a. - Usually, how many times a month do your scheduled working times change?"
EWCSR3,q19ar2,"Q.19.a. - Usually, how many times a month do your scheduled working times change?"
EWCSR3,q19b,"Q.19.b. - Usually, how many days in advance do you know of a change?"
EWCSR3,q19b1,Q.19.b.1. - Number of days:
EWCSR3,q19br,"Q.19.b. - Usually, how many days in advance do you know of a change?"
EWCSR3,q20,"Q.20. - In general, do your working hours fit in with your family or social commitments outside work?"
EWCSR3,q2101,"Q.21.a.1. - Please tell me, does your job involve short repetitive tasks of less than...? - 5 SECONDS"
EWCSR3,q2102,"Q.21.a.2. - Please tell me, does your job involve short repetitive tasks of less than...? - 30 SECONDS"
EWCSR3,q2103,"Q.21.a.3. - Please tell me, does your job involve short repetitive tasks of less than...? - 1 MINUTE"
EWCSR3,q2104,"Q.21.a.4. - Please tell me, does your job involve short repetitive tasks of less than...? - 5 MINUTES"
EWCSR3,q2105,"Q.21.a.5. - Please tell me, does your job involve short repetitive tasks of less than...? - 10 MINUTES"
EWCSR3,q21b1,"Q.21.b.1. - And, does your job involve...(SHOW CARD WITH SCALE)? - WORKING AT VERY HIGH SPEED"
EWCSR3,q21b2,"Q.21.b.2. - And, does your job involve...(SHOW CARD WITH SCALE)? - WORKING TO TIGHT DEADLINES"
EWCSR3,q21b1r,"Q.21.b.1. - And, does your job involve...(SHOW CARD WITH SCALE)? - WORKING AT VERY HIGH SPEED"
EWCSR3,q21b2r,"Q.21.b.2. - And, does your job involve...(SHOW CARD WITH SCALE)? - WORKING TO TIGHT DEADLINES"
EWCSR3,q2201,"Q.22.1. - On the whole, is your pace of work dependent, or not, on...? - THE WORK DONE BY COLLEAGUES"
EWCSR3,q2202,"Q.22.2. - On the whole, is your pace of work dependent, or not, on...? - DIRECT DEMANDS FROM PEOPLE"
EWCSR3,q2203,"Q.22.3. - On the whole, is your pace of work dependent, or not, on...? - NUMERICAL PRODUCTION TARGETS"
EWCSR3,q2204,"Q.22.4. - On the whole, is your pace of work dependent, or not, on...? - AUTOMATIC SPEED OF A MACHINE"
EWCSR3,q2205,"Q.22.5. - On the whole, is your pace of work dependent, or not, on...? - THE DIRECT CONTROL OF YOUR BOSS"
EWCSR3,q23a_n,Q.23.a. - How often do you have to interrupt a task you are doing in order to take on a unforeseen task?
EWCSR3,q23bc1,Q23BC: the nature of your work
EWCSR3,q23bc2,Q23BC: bad organisation of work
EWCSR3,q23bc3,Q23BC: requests from colleagues or superiors
EWCSR3,q23bc4,"Q23BC: external requests (clients, etc.)"
EWCSR3,q23bc5,Q23BC: machines or equipment working badly
EWCSR3,q23bc6,Q23BC: bad design of workplace or work station
EWCSR3,q23bc7,Q23BC: Other (SPONTANEOUS)
EWCSR3,q23bc8,Q23BC: DK
EWCSR3,q23c_n,"Q.23.c. - For your work, are these interruptions..."
EWCSR3,q2401,"Q.24.1. - Generally, does your main paid job involve, or not,...? - MEETING PRECISE QUALITY STANDARDS"
EWCSR3,q2402,"Q.24.2. - Generally, does your main paid job involve, or not,...? - ASSESSING YOURSELF THE QUALITY OF YOUR OWN WORK"
EWCSR3,q2403,"Q.24.3. - Generally, does your main paid job involve, or not,...? - SOLVING UNFORESEEN PROBLEMS ON YOUR OWN"
EWCSR3,q2404,"Q.24.4. - Generally, does your main paid job involve, or not,...? - MONOTONOUS TASKS"
EWCSR3,q2405,"Q.24.5. - Generally, does your main paid job involve, or not,...? - COMPLEX TASKS"
EWCSR3,q2406,"Q.24.6. - Generally, does your main paid job involve, or not,...? - LEARNING NEW THINGS"
EWCSR3,q2501,"Q.25.1. - Are you able, or not, to choose or change...? - YOUR ORDER OF TASKS"
EWCSR3,q2502,"Q.25.2. - Are you able, or not, to choose or change...? - YOUR METHODS OF WORK"
EWCSR3,q2503,"Q.25.3. - Are you able, or not, to choose or change...? - YOUR SPEED OR RATE OF WORK"
EWCSR3,q2601,"Q.26.1. - For each of the following statements, please answer yes or no. - YOU CAN GET ASSISTANCE FROM COLLEAGUES IF YOU ASK FOR IT"
EWCSR3,q2602,"Q.26.2. - For each of the following statements, please answer yes or no. - YOU CAN TAKE YOUR BREAK WHEN YOU WISH"
EWCSR3,q2603,"Q.26.3. - For each of the following statements, please answer yes or no. - YOU ARE FREE TO DECIDE WHEN TO TAKE HOLIDAYS OR DAYS OFF"
EWCSR3,q2604,"Q.26.4. - For each of the following statements, please answer yes or no. - YOU CAN INFLUENCE YOUR WORKING HOURS"
EWCSR3,q2605,"Q.26.5. - For each of the following statements, please answer yes or no. - YOU HAVE ENOUGH TIME TO GET THE JOB DONE"
EWCSR3,q2606,"Q.26.6. - For each of the following statements, please answer yes or no. - YOU HAVE ACCESS TO A TELEPHONE FOR PRIVATE CALLS"
EWCSR3,q2701,"Q.27.a.1. - In your job, do you have responsibility or not for...? - PRODUCTION PLANNING"
EWCSR3,q2702,"Q.27.a.2. - In your job, do you have responsibility or not for...? - STAFFING"
EWCSR3,q2703,"Q.27.a.3. - In your job, do you have responsibility or not for...? - WORKING TIMES AND SHIFTS"
EWCSR3,q27b1,"Q.27.b.1. - Does your job involve, or not...? - ROTATING TASKS BETWEEN YOURSELF AND COLLEAGUES"
EWCSR3,q27b2,"Q.27.b.2. - Does your job involve, or not...? - DOING ALL OR PART OF YOUR WORK IN A TEAM"
EWCSR3,q28,Q.28. - How well do you think your skills match the demands imposed on you by your job?
EWCSR3,q29,"Q.29. - Over the past 12 months, have you undergone training to improve your skills or not?"
EWCSR3,q29r,"Q.29. - Over the past 12 months, have you undergone training to improve your skills or not?"
EWCSR3,q29r2,"Q.29. - Over the past 12 months, have you undergone training to improve your skills or not?"
EWCSR3,q30a1,"Q.30.a.1. - Within your workplace, are you able to discuss...? - YOUR WORKING CONDITIONS IN GENERAL"
EWCSR3,q30a2,"Q.30.a.2. - Within your workplace, are you able to discuss...? - THE ORGANISATION OF YOUR WORK WHEN CHANGES TAKE PLACE"
EWCSR3,q30b1,Q.30.b.1. - Do these exchanges of views take place...? - WITH YOUR COLLEAGUES
EWCSR3,q30b2,Q.30.b.2. - Do these exchanges of views take place...? - WITH YOUR SUPERIORS
EWCSR3,q30b3,Q.30.b.3. - Do these exchanges of views take place...? - WITH STAFF REPRESENTATIVES
EWCSR3,q30b4,Q.30.b.4. - Do these exchanges of views take place...? - WITH OUTSIDE EXPERTS
EWCSR3,q30b5,Q.30.b.5. - Do these exchanges of views take place...? - ON A REGULAR BASIS
EWCSR3,q30b6,Q.30.b.6. - Do these exchanges of views take place...? - ON A FORMAL BASIS
EWCSR3,q30c1,"Q.30.c.1. - And, do these exchanges of views lead to improvements...? - AT YOUR OWN PERSONAL WORKPLACE"
EWCSR3,q30c2,"Q.30.c.2. - And, do these exchanges of views lead to improvements...? - IN YOUR OFFICE OR FACTORY"
EWCSR3,q30c3,"Q.30.c.3. - And, do these exchanges of views lead to improvements...? - IN THE ORGANISATION AS A WHOLE"
EWCSR3,q3101,"Q.31.1. - Over the past 12 months, have you or have you not, been subjected at work to...? - PHYSICAL VIOLENCE"
EWCSR3,q3102,"Q.31.2. - Over the past 12 months, have you or have you not, been subjected at work to...? - PHYSICAL VIOLENCE"
EWCSR3,q3103,"Q.31.3. - Over the past 12 months, have you or have you not, been subjected at work to...? - INTIMIDATION"
EWCSR3,q3104,"Q.31.4. - Over the past 12 months, have you or have you not, been subjected at work to...? - SEXUAL DISCRIMINATION"
EWCSR3,q3105,"Q.31.5. - Over the past 12 months, have you or have you not, been subjected at work to...? - UNWANTED SEXUAL ATTENTION"
EWCSR3,q3106,"Q.31.6. - Over the past 12 months, have you or have you not, been subjected at work to...? - AGE DISCRIMINATION"
EWCSR3,q3107,"Q.31.7. - Over the past 12 months, have you or have you not, been subjected at work to...? - DISCRIMINATION LINKED TO NATIONALITY"
EWCSR3,q3108,"Q.31.8. - Over the past 12 months, have you or have you not, been subjected at work to...? - DISCRIMINATION LINKED TO ETHNIC"
EWCSR3,q3109,"Q.31.9. - Over the past 12 months, have you or have you not, been subjected at work to...? - DISCRIMINATION LINKED TO DISABILITY"
EWCSR3,q3110,"Q.31.10. - Over the past 12 months, have you or have you not, been subjected at work to...? - DISCRIMINATION LINKED TO SEXUAL"
EWCSR3,q3201,"Q.32.1. - In the establishment where you work, are you aware of the existence of...? - PHYSICAL VIOLENCE"
EWCSR3,q3202,"Q.32.2. - In the establishment where you work, are you aware of the existence of...? - PHYSICAL VIOLENCE"
EWCSR3,q3203,"Q.32.3. - In the establishment where you work, are you aware of the existence of...? - INTIMIDATION"
EWCSR3,q3204,"Q.32.4. - In the establishment where you work, are you aware of the existence of...? - SEXUAL DISCRIMINATION"
EWCSR3,q3205,"Q.32.5. - In the establishment where you work, are you aware of the existence of...? - UNWANTED SEXUAL ATTENTION"
EWCSR3,q3206,"Q.32.6. - In the establishment where you work, are you aware of the existence of...? - AGE DISCRIMINATION"
EWCSR3,q3207,"Q.32.7. - In the establishment where you work, are you aware of the existence of...? - DISCRIMINATION LINKED TO NATIONALITY"
EWCSR3,q3208,"Q.32.8. - In the establishment where you work, are you aware of the existence of...? - DISCRIMINATION LINKED TO ETHNIC"
EWCSR3,q3209,"Q.32.9. - In the establishment where you work, are you aware of the existence of...? - DISCRIMINATION LINKED TO DISABILITY"
EWCSR3,q3210,"Q.32.10. - In the establishment where you work, are you aware of the existence of...? - DISCRIMINATION LINKED TO SEXUAL"
EWCSR3,q33_n,Q.33. - Is your immediate boss a man or a woman?
EWCSR3,q34,"Q.34. - Do you think your health or safety is at risk because of your work, or not?"
EWCSR3,q35c01,"Q35C: No, it does not affect my health"
EWCSR3,q35c02,"Q35C: Yes, hearing problems"
EWCSR3,q35c03,"Q35C: Yes, problems with your vision"
EWCSR3,q35c04,"Q35C: Yes, skin problems"
EWCSR3,q35c05,"Q35C: Yes, backache"
EWCSR3,q35c06,"Q35C: Yes, headaches"
EWCSR3,q35c07,"Q35C: Yes, stomach ache"
EWCSR3,q35c08,"Q35C: Yes, muscular pains in shoulders and neck"
EWCSR3,q35c09,"Q35C: Yes, muscular pains in upper limbs"
EWCSR3,q35c10,"Q35C: Yes, muscular pains in lower limbs"
EWCSR3,q35c11,"Q35C: Yes, respiratory difficulties"
EWCSR3,q35c12,"Q35C: Yes, heart disease"
EWCSR3,q35c13,"Q35C: Yes, injury"
EWCSR3,q35c14,"Q35C: Yes, stress"
EWCSR3,q35c15,"Q35C: Yes, overall fatigue"
EWCSR3,q35c16,"Q35C: Yes, sleeping problems"
EWCSR3,q35c17,"Q35C: Yes, allergies"
EWCSR3,q35c18,"Q35C: Yes, anxiety"
EWCSR3,q35c19,"Q35C: Yes, irritability"
EWCSR3,q35c20,"Q35C: Yes, trauma"
EWCSR3,q35c21,Q35C: Other (SPONTANEOUS)
EWCSR3,q35c22,Q35C: My work improves my health (SPONTANEOUS)
EWCSR3,q35c23,Q35C: DK
EWCSR3,q36a,"Q.36.a. - In your main paid job, how many days over the past 12 months were you absent due to an accident at work?"
EWCSR3,q36ar,"Q.36.a. - In your main paid job, how many days over the past 12 months were you absent due to an accident at work?"
EWCSR3,q36b,Q.36.b. - And due to health problems caused by your work?
EWCSR3,q36br,Q.36.b. - And due to health problems caused by your work?
EWCSR3,q36c,Q.36.c. - And due to other health problems?
EWCSR3,q36cr,Q.36.c. - And due to other health problems?
EWCSR3,ef11,How old are you ? (Average)
EWCSR3,ef11r,How old are you ? (4 cat.)
EWCSR3,ef11r1,How old are you ? (6 cat.)
EWCSR3,ef11r2,How old are you ? (4 cat. - 2nd version)
EWCSR3,ef11r4,AGE
EWCSR3,age_sex,AGE + SEX
EWCSR3,agesex2,AGE + SEX - 2nd version
EWCSR3,q37,Q.37. - Do you think you will be able to do the same job you are doing now when you are 60 years old?
EWCSR3,q38,Q.38. - On the whole are you very satisfied with working conditions in your main paid job?
EWCSR3,ef7,EF.7. - Could you give me the letter which corresponds best to your own current situation ?
EWCSR3,ef10,EF.10. - SEX
EWCSR3,ef12r,"EF.12. (RECODED) - How many people live in your household, including yourself, all adults and children ?"
EWCSR3,ef13r,EF.13. (RECODED) - How many children under 15 are currently living at home ?
EWCSR3,ef13br,EF.13.bis (RECODED) - How many people in your household have a paid job?
EWCSR3,d19a,EF.19.A. - Are you in your household the person mainly responsible for ordinary shopping and looking after the home?
EWCSR3,d19b,EF.19.B. - Are you in your household the person who contributes most to the household income?
EWCSR3,ef2001,EF.20.1. - How often are you involved in any of the following activities outside work? - VOLUNTARY OR CHARITABLE ACTIVITY
EWCSR3,ef2002,EF.20.2. - How often are you involved in any of the following activities outside work? - POLITICAL/TRADE UNION ACTIVITY
EWCSR3,ef2003,EF.20.3. - How often are you involved in any of the following activities outside work? - CARING FOR AND EDUCATING YOUR CHILDREN
EWCSR3,ef2004,EF.20.4. - How often are you involved in any of the following activities outside work? - COOKING
EWCSR3,ef2005,EF.20.5. - How often are you involved in any of the following activities outside work? - HOUSEWORK
EWCSR3,ef2006,EF.20.6. - How often are you involved in any of the following activities outside work? - CARING FOR ELDERLY/DISABLED RELATIVES
EWCSR3,ef2007,EF.20.7. - How often are you involved in any of the following activities outside work? - TAKING A TRAINING OR EDUCATION COURSE
EWCSR3,ef2008,EF.20.8. - How often are you involved in any of the following activities outside work? - SPORTING ACTIVITY
EWCSR3,ef2009,EF.20.9. - How often are you involved in any of the following activities outside work? - CULTURAL ACTIVITY
EWCSR3,ef2010,EF.20.10. - How often are you involved in any of the following activities outside work? - LEISURE ACTIVITY
EWCSR3,ef21c1,HARMONISED INCOME SCALE
EWCSR3,ef22c01,EF22C: Basic fixed salary/wage
EWCSR3,ef22c02,EF22C: Piece rate or productivity payments
EWCSR3,ef22c03,EF22C: Extra payments for additional hours of work/overtime
EWCSR3,ef22c04,EF22C: Extra payments compensating for bad or dangerous working conditions
EWCSR3,ef22c05,EF22C: Extra payments compensating for Sunday work
EWCSR3,ef22c06,EF22C: Other extra payments
EWCSR3,ef22c07,EF22C: Paym. based on the overall perf. of the co. (profit sharing scheme) where you work
EWCSR3,ef22c08,EF22C: Payments based on the overall performance of a group
EWCSR3,ef22c09,EF22C: Income from shares in the company your work for
EWCSR3,ef22c10,EF22C: Other
EWCSR3,ef22c11,EF22C: DK
EWCSR3,ef22c12,EF22C: Refusal
EWCSR3,ef23c1,"EF23C: Income from self-employment such as own business, profession or farm"
EWCSR3,ef23c2,EF23C: Pay. based on the overall perf. of the co. (profit sharing scheme) where you work
EWCSR3,ef23c3,EF23C: Payments based on the overall performance of a group
EWCSR3,ef23c4,EF23C: Income from shares in the company your work for
EWCSR3,ef23c5,EF23C: Other
EWCSR3,ef23c6,EF23C: DK
EWCSR3,ef23c7,EF23C: Refusal
EWCSR3,p1r,P.1. - DATE OF THE INTERVIEW
EWCSR3,p2r,P.2. - Time of the beginning of the interview
EWCSR3,p3r,P.3. - Number of minutes the interview lasted
EWCSR3,p4_n,"P.4. - Number of persons present during the interview, including interviewer."
EWCSR3,p5_n,P.5. - Respondent cooperation
EWCSR3,p12,P.12. - Telephone available in the household ?
EWCSR3,w1_n,W.1. - WEIGHT RESULT FROM TARGET
EWCSR3,w2,W.2. - WEIGHT ADJUSTED TO STANDARD SIZE
EWCSR3,w11,W.11. - WEIGHT EUROPE 15
EWCSR3,w11p,W.11P. - WEIGHT EUROPE 15+ (NORWAY INCLUDED)
EWCSR3,pays,COUNTRIES
EWCSR3,ef21_bel,EF.21. - BEL - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_bel,P.6. - BEL - SIZE OF LOCALITY
EWCSR3,p7_bel,P.7. - BEL - Basic regions
EWCSR3,p7r_bel,P.7. - BEL - Combined regions
EWCSR3,p13_bel,P.13. - BEL - LANGUAGE P.13. - BEL - LANGUAGE
EWCSR3,m7_bel,P.7. - BEL - Regions
EWCSR3,ef21_den,EF.21. - DEN - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_den,P.6. - DEN - SIZE OF LOCALITY
EWCSR3,p7_den,P.7. - DEN - Basic regions
EWCSR3,ef21_gre,EF.21. - GRE - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_gre,P.6. - GRE - SIZE OF LOCALITY
EWCSR3,p7_gre,P.7. - GRE - Basic regions
EWCSR3,m7_gre,P.7. - GRE - Combined regions
EWCSR3,ef21_ita,EF.21. - ITA - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_ita,P.6. - ITA - SIZE OF LOCALITY
EWCSR3,p7_ita,P.7. - ITA - Basic regions
EWCSR3,p7r_ita,P.7. - ITA - Combined regions
EWCSR3,ef21_spa,EF.21. - SPA - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_spa,P.6. - SPA - SIZE OF LOCALITY
EWCSR3,p7_spa,P.7. - SPA - Basic regions
EWCSR3,p7r_spa,P.7. - SPA - Combined regions
EWCSR3,ef21_fra,EF.21. - FRA - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_fra,P.6. - FRA - SIZE OF LOCALITY
EWCSR3,p7_fra,P.7. - FRA - Basic regions
EWCSR3,p7r_fra,P.7. - FRA - Combined regions
EWCSR3,ef21_irl,EF.21. - IRL - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_irl,P.6. - IRL - SIZE OF LOCALITY
EWCSR3,p7_irl,P.7. - IRL - Basic regions
EWCSR3,p7r_irl,P.7. - IRL - Combined regions
EWCSR3,ef21_lux,EF.21. - LUX - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_lux,P.6. - LUX - SIZE OF LOCALITY
EWCSR3,p13_lux,P.13. - LUX - LANGUAGE
EWCSR3,ef21_net,EF.21. - NET - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_net,P.6. - NET - SIZE OF LOCALITY
EWCSR3,p7_net,P.7. - NET - Basic regions
EWCSR3,p7r_net,P.7. - NET - Combined regions
EWCSR3,ef21_por,EF.21. - POR - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_por,P.6. - POR - SIZE OF LOCALITY
EWCSR3,p7_por,P.7. - POR - Basic regions
EWCSR3,m7_por,P.7. - POR - Combined regions
EWCSR3,ef21_gb,EF.21. - GB - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_gb,P.6. - GB - SIZE OF LOCALITY
EWCSR3,p7_gb,P.7. - GB - Basic regions
EWCSR3,m7_gb,P.7. - GB - Combined regions
EWCSR3,ef21_fin,EF.21. - FIN - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_fin,P.6. - FIN - Size of locality
EWCSR3,p7_fin,P.7. - FIN - Basic regions
EWCSR3,p7r_fin,P.7. - FIN - Combined regions
EWCSR3,p13_fin,P.13. - FIN - LANGUAGE
EWCSR3,ef21_swe,EF.21. - SWE - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_swe,P.6. - SWE - SIZE OF LOCALITY
EWCSR3,p7_swe,P.7. - SWE - Basic regions
EWCSR3,ef21_aus,EF.21. - AUS - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_aus,P.6. - AUS - SIZE OF LOCALITY
EWCSR3,p7_aus,P.7. - AUS - Basic regions
EWCSR3,m7_aus,P.7. - AUS - Combined regions
EWCSR3,p6_ger,P.6. - GER - SIZE OF LOCALITY
EWCSR3,p7r_ger,P.7. - GER - Combined regions
EWCSR3,p7_ger,P.7. - GER - Basic regions
EWCSR3,ef21_nor,D.29. - NOR - We also need some information about the income of this household to be able to analyse the survey results
EWCSR3,p6_nor,P.6. - NOR - Size of locality
EWCSR3,p7_nor,P.7. - NOR - Basic regions
EWCSR3,isco_h,isco_h
EWCSR3,w00,w00
EWCSR3,w5_eu15,w5_eu15
EWCSR3,agsex,agsex
EWCSR3,nac,nac
EWCSR3,isc,isc
EWCSR3,reg,reg
EWCSR3,wst,wst
EWCSR3,wor,wor
EWCSR3,wst1,wst1
EWCSR3,w4_new,dataframe
EWCSR4,id,respondent id
EWCSR4,hh1,hh1.How many people live in this household?
EWCSR4,hh2a,hh2a. Sex - Respondent
EWCSR4,hh2b,hh2b. Age - Respondent
EWCSR4,hh2d,hh2d. Economic status - Respondent
EWCSR4,hh3_2a,hh3_2a. Sex - Person 2.
EWCSR4,hh3_2b,hh3_2b. Age - Person 2.
EWCSR4,hh3_2c,hh3_2c. Relationship to respondent - Person 2.
EWCSR4,hh3_2d,hh3_2d. Economic status - Person 2.
EWCSR4,hh3_3a,hh3_3a. Sex - Person 3.
EWCSR4,hh3_3b,hh3_3b. Age - Person 3.
EWCSR4,hh3_3c,hh3_3c. Relationship to respondent - Person 3.
EWCSR4,hh3_3d,hh3_3d. Economic status - Person 3.
EWCSR4,hh3_4a,hh3_4a. Sex - Person 4.
EWCSR4,hh3_4b,hh3_4b. Age - Person 4.
EWCSR4,hh3_4c,hh3_4c. Relationship to respondent - Person 4.
EWCSR4,hh3_4d,hh3_4d. Economic status - Person 4.
EWCSR4,hh3_5a,hh3_5a. Sex - Person 5.
EWCSR4,hh3_5b,hh3_5b. Age - Person 5.
EWCSR4,hh3_5c,hh3_5c. Relationship to respondent - Person 5.
EWCSR4,hh3_5d,hh3_5d. Economic status - Person 5.
EWCSR4,hh3_6a,hh3_6a. Sex - Person 6.
EWCSR4,hh3_6b,hh3_6b. Age - Person 6.
EWCSR4,hh3_6c,hh3_6c. Relationship to respondent - Person 6.
EWCSR4,hh3_6d,hh3_6d. Economic status - Person 6.
EWCSR4,hh3_7a,hh3_7a. Sex - Person 7.
EWCSR4,hh3_7b,hh3_7b. Age - Person 7.
EWCSR4,hh3_7c,hh3_7c. Relationship to respondent - Person 7.
EWCSR4,hh3_7d,hh3_7d. Economic status - Person 7.
EWCSR4,hh3_8a,hh3_8a. Sex - Person 8.
EWCSR4,hh3_8b,hh3_8b. Age - Person 8.
EWCSR4,hh3_8c,hh3_8c. Relationship to respondent - Person 8.
EWCSR4,hh3_8d,hh3_8d. Economic status - Person 8.
EWCSR4,hh3_9a,hh3_9a. Sex - Person 9.
EWCSR4,hh3_9b,hh3_9b. Age - Person 9.
EWCSR4,hh3_9c,hh3_9c. Relationship to respondent - Person 9.
EWCSR4,hh3_9d,hh3_9d. Economic status - Person 9.
EWCSR4,hh3_10a,hh3_10a. Sex - Person 10.
EWCSR4,hh3_10b,hh3_10b. Age - Person 10.
EWCSR4,hh3_10c,hh3_10c. Relationship to respondent - Person 10.
EWCSR4,hh3_10d,hh3_10d. Economic status - Person 10.
EWCSR4,q1a,Q1a. Are you a citizen of  country?
EWCSR4,q1b,q1b. Are you a citizen of ?
EWCSR4,q2aOK,q2a. What is the title of your main paid job?
EWCSR4,q2b,q2b. How old were you when you stopped full-time education?
EWCSR4,q2c,q2c. How many years have you been in paid employment since the age at which you stopped full-time education?
EWCSR4,q2d,q2d. How many years have you been in your company or organisation?
EWCSR4,q3a,q3a. Are you mainly ... ?
EWCSR4,q3b,q3b. What kind of employment contract do you have?
EWCSR4,q3c_1,q3c_1. What is the exact duration of the contract in number of years?
EWCSR4,q3c_2,q3c_2. What is the exact duration of the contract in number of months?
EWCSR4,q4,q4. What is the main activity of the company or organisation where you work?
EWCSR4,q5,q5. Are you working in the ?
EWCSR4,q6,q6. How many people in total work in the local unit of the establishment where you work?
EWCSR4,q7,q7. How many people work under your supervision?
EWCSR4,q8a,q8a. How many hours do you usually work per week in your main paid job?
EWCSR4,q8b,q8b. How many days per week do you usually work in your main paid job?
EWCSR4,q9a,"q9a. Besides your main paid job, do you have any other paid job(s)?"
EWCSR4,q9b,q9b. How many hours a week on average do you work in job(s) other than your main paid job?
EWCSR4,q10a,"q10a. Are you exposed at work to - vibrations from hand tools, machinery, etc.?"
EWCSR4,q10b,q10b. Are you exposed at work to - noise so loud that you would have to raise your voice to talk to people?
EWCSR4,q10c,q10c. Are you exposed at work to - high temperatures which make you perspire even when not working?
EWCSR4,q10d,q10d. Are you exposed at work to - low temperatures whether indoors or outdoors?
EWCSR4,q10e,"q10e. Are you exposed at work to - breathing in smoke, fumes, powder or dust etc.?"
EWCSR4,q10f,q10f. Are you exposed at work to - breathing in vapours such as solvents and thinners?
EWCSR4,q10g,q10g. Are you exposed at work to - handling or being in skin contact with chemical products or  substances?
EWCSR4,q10h,"q10h. Are you exposed at work to - radiation such as X rays, radioactive radiation, welding light, laser beams?"
EWCSR4,q10i,q10i. Are you exposed at work to - tobacco smoke from other people?
EWCSR4,q10j,q10j. Are you exposed at work to - handling or being in direct contact with materials which can be infectious?
EWCSR4,q11a,q11a. Does your main paid job involve - tiring or painful positions?
EWCSR4,q11b,q11b. Does your main paid job involve - lifting or moving people?
EWCSR4,q11c,q11c. Does your main paid job involve - carrying or moving heavy loads?
EWCSR4,q11d,q11d. Does your main paid job involve - standing or walking?
EWCSR4,q11e,q11e. Does your main paid job involve - repetitive hand or arm movements?
EWCSR4,q11f,q11f. Does your main paid job involve - working at company/organisation premise?
EWCSR4,q11g,q11g. Does your main paid job involve - teleworking from home with a PC?
EWCSR4,q11h,"q11h. Does your main paid job involve - working at home, excluding telework?"
EWCSR4,q11i,q11i. Does your main paid job involve - working in places other than home or company/organisation premises?
EWCSR4,q11j,q11j. Does your main paid job involve - dealing directly with people who are not employees at your workplace?
EWCSR4,q11k,"q11k. Does your main paid job involve - working with computers: PCs, network, mainframe?"
EWCSR4,q11l,q11l. Does your main paid job involve - using internet/email for professional purposes?
EWCSR4,q11m,q11m. Does your main paid job involve - wearing personal protective clothing or equipment?
EWCSR4,q12,"q12. Regarding the health and safety risks related to performance of your job, how well informed would you say you are?"
EWCSR4,q13,"q13. In total, how many minutes per day do you normally spend travelling from home to work and back?"
EWCSR4,q14a,"q14a. Normally, how many times a month do you work at night, for at least 2 hours?"
EWCSR4,q14b,"q14b. How many times a month do you work in the evening, for at least 2 hours?"
EWCSR4,q14c,q14c. How many times a month do you work on Sundays?
EWCSR4,q14d,q14d. How many times a month do you work on Saturdays?
EWCSR4,q14e,q14e. How many times a month do you work more than 10 hours a day?
EWCSR4,q15a,q15a. Do you work part-time or full-time?
EWCSR4,q15b,q15b. Would you like to work...?
EWCSR4,q16a_a,q16a_a. Do you work the same number of hours every day?
EWCSR4,q16a_b,q16a_b. Do you work the same number of days every week?
EWCSR4,q16a_c,q16a_c. Do you work fixed starting and finishing times?
EWCSR4,q16a_d,q16a_d. Do you work shifts?
EWCSR4,q16b,q16b. Do you work ...?
EWCSR4,q17a,q17a. How are your working time arrangements set?
EWCSR4,q17b,q17b. Do changes to your work schedule occur regularly?
EWCSR4,q18,q18. Do your working hours fit in with your family or social commitments outside work?
EWCSR4,q19,q19. In the past twelve months have you been contacted outside your normal working hours?
EWCSR4,q20a_a,q20a_a. Does your job involve short repetitive tasks of less than 1 minute?
EWCSR4,q20a_b,q20a_b. Does your job involve short repetitive tasks of less than 10 minutes?
EWCSR4,q20b_a,q20b_a. Does your job involve working at very high speed?
EWCSR4,q20b_b,q20b_b. Does your job involve working to tight deadlines?
EWCSR4,q21a,q21a. Is your pace of work dependent on the work done by colleagues?
EWCSR4,q21b,q21b. Is your pace of work dependent on direct demands from people?
